"number of E (V), "	I (A) couples: 20000
0.0398	-2.71E-08
0.0399	-2.71E-08
0.04	-2.70E-08
0.0401	-2.69E-08
0.0402	-2.68E-08
0.0403	-2.68E-08
0.0404	-2.67E-08
0.0405	-2.66E-08
0.0406	-2.66E-08
0.0407	-2.65E-08
0.0408	-2.64E-08
0.0409	-2.64E-08
0.041	-2.63E-08
0.0411	-2.62E-08
0.0412	-2.62E-08
0.0413	-2.61E-08
0.0414	-2.60E-08
0.0415	-2.60E-08
0.0416	-2.59E-08
0.0417	-2.58E-08
0.0418	-2.58E-08
0.0419	-2.57E-08
0.042	-2.56E-08
0.0421	-2.56E-08
0.0422	-2.55E-08
0.0423	-2.54E-08
0.0424	-2.54E-08
0.0425	-2.53E-08
0.0426	-2.52E-08
0.0427	-2.52E-08
0.0428	-2.51E-08
0.0429	-2.50E-08
0.043	-2.50E-08
0.0431	-2.49E-08
0.0432	-2.48E-08
0.0433	-2.48E-08
0.0434	-2.47E-08
0.0435	-2.46E-08
0.0436	-2.46E-08
0.0437	-2.45E-08
0.0438	-2.44E-08
0.0439	-2.44E-08
0.044	-2.43E-08
0.0441	-2.42E-08
0.0442	-2.42E-08
0.0443	-2.41E-08
0.0444	-2.40E-08
0.0445	-2.40E-08
0.0446	-2.39E-08
0.0447	-2.38E-08
0.0448	-2.38E-08
0.0449	-2.37E-08
0.045	-2.36E-08
0.0451	-2.36E-08
0.0452	-2.35E-08
0.0453	-2.35E-08
0.0454	-2.34E-08
0.0455	-2.33E-08
0.0456	-2.33E-08
0.0457	-2.32E-08
0.0458	-2.31E-08
0.0459	-2.31E-08
0.046	-2.30E-08
0.0461	-2.29E-08
0.0462	-2.29E-08
0.0463	-2.28E-08
0.0464	-2.27E-08
0.0465	-2.27E-08
0.0466	-2.26E-08
0.0467	-2.26E-08
0.0468	-2.25E-08
0.0469	-2.24E-08
0.047	-2.24E-08
0.0471	-2.23E-08
0.0472	-2.22E-08
0.0473	-2.22E-08
0.0474	-2.21E-08
0.0475	-2.21E-08
0.0476	-2.20E-08
0.0477	-2.19E-08
0.0478	-2.19E-08
0.0479	-2.18E-08
0.048	-2.17E-08
0.0481	-2.17E-08
0.0482	-2.16E-08
0.0483	-2.16E-08
0.0484	-2.15E-08
0.0485	-2.14E-08
0.0486	-2.14E-08
0.0487	-2.13E-08
0.0488	-2.13E-08
0.0489	-2.12E-08
0.049	-2.11E-08
0.0491	-2.11E-08
0.0492	-2.10E-08
0.0493	-2.09E-08
0.0494	-2.09E-08
0.0495	-2.08E-08
0.0496	-2.08E-08
0.0497	-2.07E-08
0.0498	-2.06E-08
0.0499	-2.06E-08
0.05	-2.05E-08
0.0501	-2.05E-08
0.0502	-2.04E-08
0.0503	-2.03E-08
0.0504	-2.03E-08
0.0505	-2.02E-08
0.0506	-2.02E-08
0.0507	-2.01E-08
0.0508	-2.00E-08
0.0509	-2.00E-08
0.051	-1.99E-08
0.0511	-1.99E-08
0.0512	-1.98E-08
0.0513	-1.98E-08
0.0514	-1.97E-08
0.0515	-1.96E-08
0.0516	-1.96E-08
0.0517	-1.95E-08
0.0518	-1.95E-08
0.0519	-1.94E-08
0.052	-1.93E-08
0.0521	-1.93E-08
0.0522	-1.92E-08
0.0523	-1.92E-08
0.0524	-1.91E-08
0.0525	-1.91E-08
0.0526	-1.90E-08
0.0527	-1.89E-08
0.0528	-1.89E-08
0.0529	-1.88E-08
0.053	-1.88E-08
0.0531	-1.87E-08
0.0532	-1.87E-08
0.0533	-1.86E-08
0.0534	-1.86E-08
0.0535	-1.85E-08
0.0536	-1.84E-08
0.0537	-1.84E-08
0.0538	-1.83E-08
0.0539	-1.83E-08
0.054	-1.82E-08
0.0541	-1.82E-08
0.0542	-1.81E-08
0.0543	-1.81E-08
0.0544	-1.80E-08
0.0545	-1.79E-08
0.0546	-1.79E-08
0.0547	-1.78E-08
0.0548	-1.78E-08
0.0549	-1.77E-08
0.055	-1.77E-08
0.0551	-1.76E-08
0.0552	-1.76E-08
0.0553	-1.75E-08
0.0554	-1.75E-08
0.0555	-1.74E-08
0.0556	-1.73E-08
0.0557	-1.73E-08
0.0558	-1.72E-08
0.0559	-1.72E-08
0.056	-1.71E-08
0.0561	-1.71E-08
0.0562	-1.70E-08
0.0563	-1.70E-08
0.0564	-1.69E-08
0.0565	-1.69E-08
0.0566	-1.68E-08
0.0567	-1.68E-08
0.0568	-1.67E-08
0.0569	-1.67E-08
0.057	-1.66E-08
0.0571	-1.66E-08
0.0572	-1.65E-08
0.0573	-1.65E-08
0.0574	-1.64E-08
0.0575	-1.63E-08
0.0576	-1.63E-08
0.0577	-1.62E-08
0.0578	-1.62E-08
0.0579	-1.61E-08
0.058	-1.61E-08
0.0581	-1.60E-08
0.0582	-1.60E-08
0.0583	-1.59E-08
0.0584	-1.59E-08
0.0585	-1.58E-08
0.0586	-1.58E-08
0.0587	-1.57E-08
0.0588	-1.57E-08
0.0589	-1.56E-08
0.059	-1.56E-08
0.0591	-1.55E-08
0.0592	-1.55E-08
0.0593	-1.54E-08
0.0594	-1.54E-08
0.0595	-1.53E-08
0.0596	-1.53E-08
0.0597	-1.52E-08
0.0598	-1.52E-08
0.0599	-1.51E-08
0.06	-1.51E-08
0.0601	-1.51E-08
0.0602	-1.50E-08
0.0603	-1.50E-08
0.0604	-1.49E-08
0.0605	-1.49E-08
0.0606	-1.48E-08
0.0607	-1.48E-08
0.0608	-1.47E-08
0.0609	-1.47E-08
0.061	-1.46E-08
0.0611	-1.46E-08
0.0612	-1.45E-08
0.0613	-1.45E-08
0.0614	-1.44E-08
0.0615	-1.44E-08
0.0616	-1.43E-08
0.0617	-1.43E-08
0.0618	-1.42E-08
0.0619	-1.42E-08
0.062	-1.42E-08
0.0621	-1.41E-08
0.0622	-1.41E-08
0.0623	-1.40E-08
0.0624	-1.40E-08
0.0625	-1.39E-08
0.0626	-1.39E-08
0.0627	-1.38E-08
0.0628	-1.38E-08
0.0629	-1.37E-08
0.063	-1.37E-08
0.0631	-1.37E-08
0.0632	-1.36E-08
0.0633	-1.36E-08
0.0634	-1.35E-08
0.0635	-1.35E-08
0.0636	-1.34E-08
0.0637	-1.34E-08
0.0638	-1.33E-08
0.0639	-1.33E-08
0.064	-1.33E-08
0.0641	-1.32E-08
0.0642	-1.32E-08
0.0643	-1.31E-08
0.0644	-1.31E-08
0.0645	-1.30E-08
0.0646	-1.30E-08
0.0647	-1.30E-08
0.0648	-1.29E-08
0.0649	-1.29E-08
0.065	-1.28E-08
0.0651	-1.28E-08
0.0652	-1.27E-08
0.0653	-1.27E-08
0.0654	-1.27E-08
0.0655	-1.26E-08
0.0656	-1.26E-08
0.0657	-1.25E-08
0.0658	-1.25E-08
0.0659	-1.24E-08
0.066	-1.24E-08
0.0661	-1.24E-08
0.0662	-1.23E-08
0.0663	-1.23E-08
0.0664	-1.22E-08
0.0665	-1.22E-08
0.0666	-1.22E-08
0.0667	-1.21E-08
0.0668	-1.21E-08
0.0669	-1.20E-08
0.067	-1.20E-08
0.0671	-1.20E-08
0.0672	-1.19E-08
0.0673	-1.19E-08
0.0674	-1.18E-08
0.0675	-1.18E-08
0.0676	-1.18E-08
0.0677	-1.17E-08
0.0678	-1.17E-08
0.0679	-1.16E-08
0.068	-1.16E-08
0.0681	-1.16E-08
0.0682	-1.15E-08
0.0683	-1.15E-08
0.0684	-1.14E-08
0.0685	-1.14E-08
0.0686	-1.14E-08
0.0687	-1.13E-08
0.0688	-1.13E-08
0.0689	-1.13E-08
0.069	-1.12E-08
0.0691	-1.12E-08
0.0692	-1.11E-08
0.0693	-1.11E-08
0.0694	-1.11E-08
0.0695	-1.10E-08
0.0696	-1.10E-08
0.0697	-1.10E-08
0.0698	-1.09E-08
0.0699	-1.09E-08
0.07	-1.08E-08
0.0701	-1.08E-08
0.0702	-1.08E-08
0.0703	-1.07E-08
0.0704	-1.07E-08
0.0705	-1.07E-08
0.0706	-1.06E-08
0.0707	-1.06E-08
0.0708	-1.05E-08
0.0709	-1.05E-08
0.071	-1.05E-08
0.0711	-1.04E-08
0.0712	-1.04E-08
0.0713	-1.04E-08
0.0714	-1.03E-08
0.0715	-1.03E-08
0.0716	-1.03E-08
0.0717	-1.02E-08
0.0718	-1.02E-08
0.0719	-1.02E-08
0.072	-1.01E-08
0.0721	-1.01E-08
0.0722	-1.01E-08
0.0723	-1.00E-08
0.0724	-9.98E-09
0.0725	-9.95E-09
0.0726	-9.92E-09
0.0727	-9.88E-09
0.0728	-9.85E-09
0.0729	-9.81E-09
0.073	-9.78E-09
0.0731	-9.75E-09
0.0732	-9.71E-09
0.0733	-9.68E-09
0.0734	-9.64E-09
0.0735	-9.61E-09
0.0736	-9.58E-09
0.0737	-9.54E-09
0.0738	-9.51E-09
0.0739	-9.48E-09
0.074	-9.45E-09
0.0741	-9.41E-09
0.0742	-9.38E-09
0.0743	-9.35E-09
0.0744	-9.31E-09
0.0745	-9.28E-09
0.0746	-9.25E-09
0.0747	-9.22E-09
0.0748	-9.19E-09
0.0749	-9.15E-09
0.075	-9.12E-09
0.0751	-9.09E-09
0.0752	-9.06E-09
0.0753	-9.03E-09
0.0754	-9.00E-09
0.0755	-8.96E-09
0.0756	-8.93E-09
0.0757	-8.90E-09
0.0758	-8.87E-09
0.0759	-8.84E-09
0.076	-8.81E-09
0.0761	-8.78E-09
0.0762	-8.75E-09
0.0763	-8.72E-09
0.0764	-8.69E-09
0.0765	-8.65E-09
0.0766	-8.62E-09
0.0767	-8.59E-09
0.0768	-8.56E-09
0.0769	-8.53E-09
0.077	-8.50E-09
0.0771	-8.47E-09
0.0772	-8.44E-09
0.0773	-8.41E-09
0.0774	-8.39E-09
0.0775	-8.36E-09
0.0776	-8.33E-09
0.0777	-8.30E-09
0.0778	-8.27E-09
0.0779	-8.24E-09
0.078	-8.21E-09
0.0781	-8.18E-09
0.0782	-8.15E-09
0.0783	-8.12E-09
0.0784	-8.09E-09
0.0785	-8.07E-09
0.0786	-8.04E-09
0.0787	-8.01E-09
0.0788	-7.98E-09
0.0789	-7.95E-09
0.079	-7.92E-09
0.0791	-7.90E-09
0.0792	-7.87E-09
0.0793	-7.84E-09
0.0794	-7.81E-09
0.0795	-7.78E-09
0.0796	-7.76E-09
0.0797	-7.73E-09
0.0798	-7.70E-09
0.0799	-7.67E-09
0.08	-7.65E-09
0.0801	-7.62E-09
0.0802	-7.59E-09
0.0803	-7.57E-09
0.0804	-7.54E-09
0.0805	-7.51E-09
0.0806	-7.49E-09
0.0807	-7.46E-09
0.0808	-7.43E-09
0.0809	-7.41E-09
0.081	-7.38E-09
0.0811	-7.35E-09
0.0812	-7.33E-09
0.0813	-7.30E-09
0.0814	-7.27E-09
0.0815	-7.25E-09
0.0816	-7.22E-09
0.0817	-7.20E-09
0.0818	-7.17E-09
0.0819	-7.15E-09
0.082	-7.12E-09
0.0821	-7.09E-09
0.0822	-7.07E-09
0.0823	-7.04E-09
0.0824	-7.02E-09
0.0825	-6.99E-09
0.0826	-6.97E-09
0.0827	-6.94E-09
0.0828	-6.92E-09
0.0829	-6.89E-09
0.083	-6.87E-09
0.0831	-6.84E-09
0.0832	-6.82E-09
0.0833	-6.80E-09
0.0834	-6.77E-09
0.0835	-6.75E-09
0.0836	-6.72E-09
0.0837	-6.70E-09
0.0838	-6.67E-09
0.0839	-6.65E-09
0.084	-6.63E-09
0.0841	-6.60E-09
0.0842	-6.58E-09
0.0843	-6.55E-09
0.0844	-6.53E-09
0.0845	-6.51E-09
0.0846	-6.48E-09
0.0847	-6.46E-09
0.0848	-6.44E-09
0.0849	-6.41E-09
0.085	-6.39E-09
0.0851	-6.37E-09
0.0852	-6.34E-09
0.0853	-6.32E-09
0.0854	-6.30E-09
0.0855	-6.28E-09
0.0856	-6.25E-09
0.0857	-6.23E-09
0.0858	-6.21E-09
0.0859	-6.19E-09
0.086	-6.16E-09
0.0861	-6.14E-09
0.0862	-6.12E-09
0.0863	-6.10E-09
0.0864	-6.07E-09
0.0865	-6.05E-09
0.0866	-6.03E-09
0.0867	-6.01E-09
0.0868	-5.99E-09
0.0869	-5.97E-09
0.087	-5.94E-09
0.0871	-5.92E-09
0.0872	-5.90E-09
0.0873	-5.88E-09
0.0874	-5.86E-09
0.0875	-5.84E-09
0.0876	-5.82E-09
0.0877	-5.79E-09
0.0878	-5.77E-09
0.0879	-5.75E-09
0.088	-5.73E-09
0.0881	-5.71E-09
0.0882	-5.69E-09
0.0883	-5.67E-09
0.0884	-5.65E-09
0.0885	-5.63E-09
0.0886	-5.61E-09
0.0887	-5.59E-09
0.0888	-5.57E-09
0.0889	-5.55E-09
0.089	-5.53E-09
0.0891	-5.51E-09
0.0892	-5.49E-09
0.0893	-5.47E-09
0.0894	-5.45E-09
0.0895	-5.43E-09
0.0896	-5.41E-09
0.0897	-5.39E-09
0.0898	-5.37E-09
0.0899	-5.35E-09
0.09	-5.33E-09
0.0901	-5.31E-09
0.0902	-5.29E-09
0.0903	-5.27E-09
0.0904	-5.25E-09
0.0905	-5.23E-09
0.0906	-5.21E-09
0.0907	-5.19E-09
0.0908	-5.17E-09
0.0909	-5.15E-09
0.091	-5.14E-09
0.0911	-5.12E-09
0.0912	-5.10E-09
0.0913	-5.08E-09
0.0914	-5.06E-09
0.0915	-5.04E-09
0.0916	-5.02E-09
0.0917	-5.00E-09
0.0918	-4.99E-09
0.0919	-4.97E-09
0.092	-4.95E-09
0.0921	-4.93E-09
0.0922	-4.91E-09
0.0923	-4.90E-09
0.0924	-4.88E-09
0.0925	-4.86E-09
0.0926	-4.84E-09
0.0927	-4.82E-09
0.0928	-4.81E-09
0.0929	-4.79E-09
0.093	-4.77E-09
0.0931	-4.75E-09
0.0932	-4.74E-09
0.0933	-4.72E-09
0.0934	-4.70E-09
0.0935	-4.68E-09
0.0936	-4.67E-09
0.0937	-4.65E-09
0.0938	-4.63E-09
0.0939	-4.61E-09
0.094	-4.60E-09
0.0941	-4.58E-09
0.0942	-4.56E-09
0.0943	-4.55E-09
0.0944	-4.53E-09
0.0945	-4.51E-09
0.0946	-4.50E-09
0.0947	-4.48E-09
0.0948	-4.46E-09
0.0949	-4.45E-09
0.095	-4.43E-09
0.0951	-4.41E-09
0.0952	-4.40E-09
0.0953	-4.38E-09
0.0954	-4.37E-09
0.0955	-4.35E-09
0.0956	-4.33E-09
0.0957	-4.32E-09
0.0958	-4.30E-09
0.0959	-4.29E-09
0.096	-4.27E-09
0.0961	-4.25E-09
0.0962	-4.24E-09
0.0963	-4.22E-09
0.0964	-4.21E-09
0.0965	-4.19E-09
0.0966	-4.18E-09
0.0967	-4.16E-09
0.0968	-4.14E-09
0.0969	-4.13E-09
0.097	-4.11E-09
0.0971	-4.10E-09
0.0972	-4.08E-09
0.0973	-4.07E-09
0.0974	-4.05E-09
0.0975	-4.04E-09
0.0976	-4.02E-09
0.0977	-4.01E-09
0.0978	-3.99E-09
0.0979	-3.98E-09
0.098	-3.96E-09
0.0981	-3.95E-09
0.0982	-3.93E-09
0.0983	-3.92E-09
0.0984	-3.91E-09
0.0985	-3.89E-09
0.0986	-3.88E-09
0.0987	-3.86E-09
0.0988	-3.85E-09
0.0989	-3.83E-09
0.099	-3.82E-09
0.0991	-3.80E-09
0.0992	-3.79E-09
0.0993	-3.78E-09
0.0994	-3.76E-09
0.0995	-3.75E-09
0.0996	-3.73E-09
0.0997	-3.72E-09
0.0998	-3.71E-09
0.0999	-3.69E-09
0.1	-3.68E-09
0.1001	-3.67E-09
0.1002	-3.65E-09
0.1003	-3.64E-09
0.1004	-3.62E-09
0.1005	-3.61E-09
0.1006	-3.60E-09
0.1007	-3.58E-09
0.1008	-3.57E-09
0.1009	-3.56E-09
0.101	-3.54E-09
0.1011	-3.53E-09
0.1012	-3.52E-09
0.1013	-3.50E-09
0.1014	-3.49E-09
0.1015	-3.48E-09
0.1016	-3.47E-09
0.1017	-3.45E-09
0.1018	-3.44E-09
0.1019	-3.43E-09
0.102	-3.41E-09
0.1021	-3.40E-09
0.1022	-3.39E-09
0.1023	-3.38E-09
0.1024	-3.36E-09
0.1025	-3.35E-09
0.1026	-3.34E-09
0.1027	-3.33E-09
0.1028	-3.31E-09
0.1029	-3.30E-09
0.103	-3.29E-09
0.1031	-3.28E-09
0.1032	-3.26E-09
0.1033	-3.25E-09
0.1034	-3.24E-09
0.1035	-3.23E-09
0.1036	-3.21E-09
0.1037	-3.20E-09
0.1038	-3.19E-09
0.1039	-3.18E-09
0.104	-3.17E-09
0.1041	-3.15E-09
0.1042	-3.14E-09
0.1043	-3.13E-09
0.1044	-3.12E-09
0.1045	-3.11E-09
0.1046	-3.10E-09
0.1047	-3.08E-09
0.1048	-3.07E-09
0.1049	-3.06E-09
0.105	-3.05E-09
0.1051	-3.04E-09
0.1052	-3.03E-09
0.1053	-3.02E-09
0.1054	-3.00E-09
0.1055	-2.99E-09
0.1056	-2.98E-09
0.1057	-2.97E-09
0.1058	-2.96E-09
0.1059	-2.95E-09
0.106	-2.94E-09
0.1061	-2.93E-09
0.1062	-2.92E-09
0.1063	-2.90E-09
0.1064	-2.89E-09
0.1065	-2.88E-09
0.1066	-2.87E-09
0.1067	-2.86E-09
0.1068	-2.85E-09
0.1069	-2.84E-09
0.107	-2.83E-09
0.1071	-2.82E-09
0.1072	-2.81E-09
0.1073	-2.80E-09
0.1074	-2.79E-09
0.1075	-2.78E-09
0.1076	-2.77E-09
0.1077	-2.75E-09
0.1078	-2.74E-09
0.1079	-2.73E-09
0.108	-2.72E-09
0.1081	-2.71E-09
0.1082	-2.70E-09
0.1083	-2.69E-09
0.1084	-2.68E-09
0.1085	-2.67E-09
0.1086	-2.66E-09
0.1087	-2.65E-09
0.1088	-2.64E-09
0.1089	-2.63E-09
0.109	-2.62E-09
0.1091	-2.61E-09
0.1092	-2.60E-09
0.1093	-2.59E-09
0.1094	-2.58E-09
0.1095	-2.57E-09
0.1096	-2.56E-09
0.1097	-2.55E-09
0.1098	-2.54E-09
0.1099	-2.54E-09
0.11	-2.53E-09
0.1101	-2.52E-09
0.1102	-2.51E-09
0.1103	-2.50E-09
0.1104	-2.49E-09
0.1105	-2.48E-09
0.1106	-2.47E-09
0.1107	-2.46E-09
0.1108	-2.45E-09
0.1109	-2.44E-09
0.111	-2.43E-09
0.1111	-2.42E-09
0.1112	-2.41E-09
0.1113	-2.40E-09
0.1114	-2.40E-09
0.1115	-2.39E-09
0.1116	-2.38E-09
0.1117	-2.37E-09
0.1118	-2.36E-09
0.1119	-2.35E-09
0.112	-2.34E-09
0.1121	-2.33E-09
0.1122	-2.32E-09
0.1123	-2.31E-09
0.1124	-2.31E-09
0.1125	-2.30E-09
0.1126	-2.29E-09
0.1127	-2.28E-09
0.1128	-2.27E-09
0.1129	-2.26E-09
0.113	-2.25E-09
0.1131	-2.25E-09
0.1132	-2.24E-09
0.1133	-2.23E-09
0.1134	-2.22E-09
0.1135	-2.21E-09
0.1136	-2.20E-09
0.1137	-2.19E-09
0.1138	-2.19E-09
0.1139	-2.18E-09
0.114	-2.17E-09
0.1141	-2.16E-09
0.1142	-2.15E-09
0.1143	-2.15E-09
0.1144	-2.14E-09
0.1145	-2.13E-09
0.1146	-2.12E-09
0.1147	-2.11E-09
0.1148	-2.10E-09
0.1149	-2.10E-09
0.115	-2.09E-09
0.1151	-2.08E-09
0.1152	-2.07E-09
0.1153	-2.07E-09
0.1154	-2.06E-09
0.1155	-2.05E-09
0.1156	-2.04E-09
0.1157	-2.03E-09
0.1158	-2.03E-09
0.1159	-2.02E-09
0.116	-2.01E-09
0.1161	-2.00E-09
0.1162	-2.00E-09
0.1163	-1.99E-09
0.1164	-1.98E-09
0.1165	-1.97E-09
0.1166	-1.97E-09
0.1167	-1.96E-09
0.1168	-1.95E-09
0.1169	-1.94E-09
0.117	-1.94E-09
0.1171	-1.93E-09
0.1172	-1.92E-09
0.1173	-1.91E-09
0.1174	-1.91E-09
0.1175	-1.90E-09
0.1176	-1.89E-09
0.1177	-1.88E-09
0.1178	-1.88E-09
0.1179	-1.87E-09
0.118	-1.86E-09
0.1181	-1.86E-09
0.1182	-1.85E-09
0.1183	-1.84E-09
0.1184	-1.84E-09
0.1185	-1.83E-09
0.1186	-1.82E-09
0.1187	-1.81E-09
0.1188	-1.81E-09
0.1189	-1.80E-09
0.119	-1.79E-09
0.1191	-1.79E-09
0.1192	-1.78E-09
0.1193	-1.77E-09
0.1194	-1.77E-09
0.1195	-1.76E-09
0.1196	-1.75E-09
0.1197	-1.75E-09
0.1198	-1.74E-09
0.1199	-1.73E-09
0.12	-1.73E-09
0.1201	-1.72E-09
0.1202	-1.71E-09
0.1203	-1.71E-09
0.1204	-1.70E-09
0.1205	-1.69E-09
0.1206	-1.69E-09
0.1207	-1.68E-09
0.1208	-1.67E-09
0.1209	-1.67E-09
0.121	-1.66E-09
0.1211	-1.66E-09
0.1212	-1.65E-09
0.1213	-1.64E-09
0.1214	-1.64E-09
0.1215	-1.63E-09
0.1216	-1.62E-09
0.1217	-1.62E-09
0.1218	-1.61E-09
0.1219	-1.61E-09
0.122	-1.60E-09
0.1221	-1.59E-09
0.1222	-1.59E-09
0.1223	-1.58E-09
0.1224	-1.58E-09
0.1225	-1.57E-09
0.1226	-1.56E-09
0.1227	-1.56E-09
0.1228	-1.55E-09
0.1229	-1.55E-09
0.123	-1.54E-09
0.1231	-1.53E-09
0.1232	-1.53E-09
0.1233	-1.52E-09
0.1234	-1.52E-09
0.1235	-1.51E-09
0.1236	-1.50E-09
0.1237	-1.50E-09
0.1238	-1.49E-09
0.1239	-1.49E-09
0.124	-1.48E-09
0.1241	-1.48E-09
0.1242	-1.47E-09
0.1243	-1.46E-09
0.1244	-1.46E-09
0.1245	-1.45E-09
0.1246	-1.45E-09
0.1247	-1.44E-09
0.1248	-1.44E-09
0.1249	-1.43E-09
0.125	-1.43E-09
0.1251	-1.42E-09
0.1252	-1.42E-09
0.1253	-1.41E-09
0.1254	-1.40E-09
0.1255	-1.40E-09
0.1256	-1.39E-09
0.1257	-1.39E-09
0.1258	-1.38E-09
0.1259	-1.38E-09
0.126	-1.37E-09
0.1261	-1.37E-09
0.1262	-1.36E-09
0.1263	-1.36E-09
0.1264	-1.35E-09
0.1265	-1.35E-09
0.1266	-1.34E-09
0.1267	-1.34E-09
0.1268	-1.33E-09
0.1269	-1.33E-09
0.127	-1.32E-09
0.1271	-1.32E-09
0.1272	-1.31E-09
0.1273	-1.31E-09
0.1274	-1.30E-09
0.1275	-1.30E-09
0.1276	-1.29E-09
0.1277	-1.29E-09
0.1278	-1.28E-09
0.1279	-1.28E-09
0.128	-1.27E-09
0.1281	-1.27E-09
0.1282	-1.26E-09
0.1283	-1.26E-09
0.1284	-1.25E-09
0.1285	-1.25E-09
0.1286	-1.24E-09
0.1287	-1.24E-09
0.1288	-1.23E-09
0.1289	-1.23E-09
0.129	-1.22E-09
0.1291	-1.22E-09
0.1292	-1.21E-09
0.1293	-1.21E-09
0.1294	-1.20E-09
0.1295	-1.20E-09
0.1296	-1.20E-09
0.1297	-1.19E-09
0.1298	-1.19E-09
0.1299	-1.18E-09
0.13	-1.18E-09
0.1301	-1.17E-09
0.1302	-1.17E-09
0.1303	-1.16E-09
0.1304	-1.16E-09
0.1305	-1.15E-09
0.1306	-1.15E-09
0.1307	-1.15E-09
0.1308	-1.14E-09
0.1309	-1.14E-09
0.131	-1.13E-09
0.1311	-1.13E-09
0.1312	-1.12E-09
0.1313	-1.12E-09
0.1314	-1.12E-09
0.1315	-1.11E-09
0.1316	-1.11E-09
0.1317	-1.10E-09
0.1318	-1.10E-09
0.1319	-1.09E-09
0.132	-1.09E-09
0.1321	-1.09E-09
0.1322	-1.08E-09
0.1323	-1.08E-09
0.1324	-1.07E-09
0.1325	-1.07E-09
0.1326	-1.07E-09
0.1327	-1.06E-09
0.1328	-1.06E-09
0.1329	-1.05E-09
0.133	-1.05E-09
0.1331	-1.04E-09
0.1332	-1.04E-09
0.1333	-1.04E-09
0.1334	-1.03E-09
0.1335	-1.03E-09
0.1336	-1.02E-09
0.1337	-1.02E-09
0.1338	-1.02E-09
0.1339	-1.01E-09
0.134	-1.01E-09
0.1341	-1.01E-09
0.1342	-1.00E-09
0.1343	-9.98E-10
0.1344	-9.94E-10
0.1345	-9.90E-10
0.1346	-9.86E-10
0.1347	-9.82E-10
0.1348	-9.79E-10
0.1349	-9.75E-10
0.135	-9.71E-10
0.1351	-9.67E-10
0.1352	-9.64E-10
0.1353	-9.60E-10
0.1354	-9.56E-10
0.1355	-9.53E-10
0.1356	-9.49E-10
0.1357	-9.45E-10
0.1358	-9.42E-10
0.1359	-9.38E-10
0.136	-9.34E-10
0.1361	-9.31E-10
0.1362	-9.27E-10
0.1363	-9.24E-10
0.1364	-9.20E-10
0.1365	-9.17E-10
0.1366	-9.13E-10
0.1367	-9.09E-10
0.1368	-9.06E-10
0.1369	-9.02E-10
0.137	-8.99E-10
0.1371	-8.96E-10
0.1372	-8.92E-10
0.1373	-8.89E-10
0.1374	-8.85E-10
0.1375	-8.82E-10
0.1376	-8.78E-10
0.1377	-8.75E-10
0.1378	-8.72E-10
0.1379	-8.68E-10
0.138	-8.65E-10
0.1381	-8.62E-10
0.1382	-8.58E-10
0.1383	-8.55E-10
0.1384	-8.52E-10
0.1385	-8.49E-10
0.1386	-8.45E-10
0.1387	-8.42E-10
0.1388	-8.39E-10
0.1389	-8.36E-10
0.139	-8.32E-10
0.1391	-8.29E-10
0.1392	-8.26E-10
0.1393	-8.23E-10
0.1394	-8.20E-10
0.1395	-8.16E-10
0.1396	-8.13E-10
0.1397	-8.10E-10
0.1398	-8.07E-10
0.1399	-8.04E-10
0.14	-8.01E-10
0.1401	-7.98E-10
0.1402	-7.95E-10
0.1403	-7.92E-10
0.1404	-7.89E-10
0.1405	-7.86E-10
0.1406	-7.82E-10
0.1407	-7.79E-10
0.1408	-7.76E-10
0.1409	-7.73E-10
0.141	-7.71E-10
0.1411	-7.68E-10
0.1412	-7.65E-10
0.1413	-7.62E-10
0.1414	-7.59E-10
0.1415	-7.56E-10
0.1416	-7.53E-10
0.1417	-7.50E-10
0.1418	-7.47E-10
0.1419	-7.44E-10
0.142	-7.41E-10
0.1421	-7.38E-10
0.1422	-7.36E-10
0.1423	-7.33E-10
0.1424	-7.30E-10
0.1425	-7.27E-10
0.1426	-7.24E-10
0.1427	-7.22E-10
0.1428	-7.19E-10
0.1429	-7.16E-10
0.143	-7.13E-10
0.1431	-7.10E-10
0.1432	-7.08E-10
0.1433	-7.05E-10
0.1434	-7.02E-10
0.1435	-7.00E-10
0.1436	-6.97E-10
0.1437	-6.94E-10
0.1438	-6.92E-10
0.1439	-6.89E-10
0.144	-6.86E-10
0.1441	-6.84E-10
0.1442	-6.81E-10
0.1443	-6.78E-10
0.1444	-6.76E-10
0.1445	-6.73E-10
0.1446	-6.71E-10
0.1447	-6.68E-10
0.1448	-6.65E-10
0.1449	-6.63E-10
0.145	-6.60E-10
0.1451	-6.58E-10
0.1452	-6.55E-10
0.1453	-6.53E-10
0.1454	-6.50E-10
0.1455	-6.48E-10
0.1456	-6.45E-10
0.1457	-6.43E-10
0.1458	-6.40E-10
0.1459	-6.38E-10
0.146	-6.35E-10
0.1461	-6.33E-10
0.1462	-6.30E-10
0.1463	-6.28E-10
0.1464	-6.25E-10
0.1465	-6.23E-10
0.1466	-6.21E-10
0.1467	-6.18E-10
0.1468	-6.16E-10
0.1469	-6.13E-10
0.147	-6.11E-10
0.1471	-6.09E-10
0.1472	-6.06E-10
0.1473	-6.04E-10
0.1474	-6.02E-10
0.1475	-5.99E-10
0.1476	-5.97E-10
0.1477	-5.95E-10
0.1478	-5.92E-10
0.1479	-5.90E-10
0.148	-5.88E-10
